Seq_number,Barcode,New_name,Location,Year,ext_rep,tech_rep,Sample_Control,Control_Type
Seb.Rep.2.a.35.S127,Sebastes,Sebastes_2005_4_93.3_30_1_2,2005_4_93.3_30,2005,1,2,Sample,NA
Seb.Rep.3.a.35.S221,Sebastes,Sebastes_2005_4_93.3_30_1_3,2005_4_93.3_30,2005,1,3,Sample,NA
Seb.Redo.3.HM.1.S34,Sebastes,Sebastes_2005_4_93.3_60_1_1,2005_4_93.3_60,2005,1,1,Sample,NA
Seb.Rep.2.a.36.S128,Sebastes,Sebastes_2005_4_93.3_60_1_2,2005_4_93.3_60,2005,1,2,Sample,NA
Seb.Rep.3.a.36.S222,Sebastes,Sebastes_2005_4_93.3_60_1_3,2005_4_93.3_60,2005,1,3,Sample,NA
Miu.1.a.29.S29,MiFish,MiFish_2004_4_80_60_1_1,2004_4_80_60,2004,1,1,Sample,NA
Miu.1.a.30.S30,MiFish,MiFish_2004_3_86.7_50_1_1,2004_3_86.7_50,2004,1,1,Sample,NA
Miu.1.a.31.S31,MiFish,MiFish_2004_3_93.3_30_1_1,2004_3_93.3_30,2004,1,1,Sample,NA
Miu.1.a.32.S32,MiFish,MiFish_2004_3_93.3_60_1_1,2004_3_93.3_60,2004,1,1,Sample,NA
Miu.2.a.29.S129,MiFish,MiFish_2004_4_80_60_1_2,2004_4_80_60,2004,1,2,Sample,NA
Miu.2.a.30.S130,MiFish,MiFish_2004_3_86.7_50_1_2,2004_3_86.7_50,2004,1,2,Sample,NA
Miu.2.a.31.S131,MiFish,MiFish_2004_3_93.3_30_1_2,2004_3_93.3_30,2004,1,2,Sample,NA
Miu.2.a.32.S132,MiFish,MiFish_2004_3_93.3_60_1_2,2004_3_93.3_60,2004,1,2,Sample,NA
Miu.3.a.29.S229,MiFish,MiFish_2004_4_80_60_1_3,2004_4_80_60,2004,1,3,Sample,NA
Miu.3.a.30.S230,MiFish,MiFish_2004_3_86.7_50_1_3,2004_3_86.7_50,2004,1,3,Sample,NA
Miu.3.a.31.S231,MiFish,MiFish_2004_3_93.3_30_1_3,2004_3_93.3_30,2004,1,3,Sample,NA
Miu.3.a.32.S232,MiFish,MiFish_2004_3_93.3_60_1_3,2004_3_93.3_60,2004,1,3,Sample,NA
Seb.Rep.1.long.30.S28,Sebastes,Sebastes_2004_3_86.7_50_1_1,2004_3_86.7_50,2004,1,1,Sample,NA
Seb.Rep.2.a.30.S122,Sebastes,Sebastes_2004_3_86.7_50_1_2,2004_3_86.7_50,2004,1,2,Sample,NA
Seb.Rep.3.a.30.S216,Sebastes,Sebastes_2004_3_86.7_50_1_3,2004_3_86.7_50,2004,1,3,Sample,NA
Seb.Rep.1.long.31.S29,Sebastes,Sebastes_2004_3_93.3_30_1_1,2004_3_93.3_30,2004,1,1,Sample,NA
Seb.Rep.2.a.31.S123,Sebastes,Sebastes_2004_3_93.3_30_1_2,2004_3_93.3_30,2004,1,2,Sample,NA
Seb.Rep.3.a.31.S217,Sebastes,Sebastes_2004_3_93.3_30_1_3,2004_3_93.3_30,2004,1,3,Sample,NA
Seb.Rep.1.long.32.S30,Sebastes,Sebastes_2004_3_93.3_60_1_1,2004_3_93.3_60,2004,1,1,Sample,NA
Seb.Rep.2.a.32.S124,Sebastes,Sebastes_2004_3_93.3_60_1_2,2004_3_93.3_60,2004,1,2,Sample,NA
Seb.Rep.3.a.32.S218,Sebastes,Sebastes_2004_3_93.3_60_1_3,2004_3_93.3_60,2004,1,3,Sample,NA
Seb.Rep.1.long.29.S27,Sebastes,Sebastes_2004_4_80_60_1_1,2004_4_80_60,2004,1,1,Sample,NA
Seb.Rep.2.a.29.S121,Sebastes,Sebastes_2004_4_80_60_1_2,2004_4_80_60,2004,1,2,Sample,NA
Seb.Rep.3.a.29.S215,Sebastes,Sebastes_2004_4_80_60_1_3,2004_4_80_60,2004,1,3,Sample,NA
Miu.1.a.25.S25,MiFish,MiFish_2003_4_80_60_1_1,2003_4_80_60,2003,1,1,Sample,NA
Miu.1.a.26.S26,MiFish,MiFish_2003_4_86.7_50_1_1,2003_4_86.7_50,2003,1,1,Sample,NA
Miu.1.a.27.S27,MiFish,MiFish_2003_4_93.3_30_1_1,2003_4_93.3_30,2003,1,1,Sample,NA
Miu.1.a.28.S28,MiFish,MiFish_2003_4_93.3_60_1_1,2003_4_93.3_60,2003,1,1,Sample,NA
Miu.2.a.25.S125,MiFish,MiFish_2003_4_80_60_1_2,2003_4_80_60,2003,1,2,Sample,NA
Miu.2.a.26.S126,MiFish,MiFish_2003_4_86.7_50_1_2,2003_4_86.7_50,2003,1,2,Sample,NA
Miu.2.a.27.S127,MiFish,MiFish_2003_4_93.3_30_1_2,2003_4_93.3_30,2003,1,2,Sample,NA
Miu.2.a.28.S128,MiFish,MiFish_2003_4_93.3_60_1_2,2003_4_93.3_60,2003,1,2,Sample,NA
Miu.3.a.25.S225,MiFish,MiFish_2003_4_80_60_1_3,2003_4_80_60,2003,1,3,Sample,NA
Miu.3.a.26.S226,MiFish,MiFish_2003_4_86.7_50_1_3,2003_4_86.7_50,2003,1,3,Sample,NA
Miu.3.a.27.S227,MiFish,MiFish_2003_4_93.3_30_1_3,2003_4_93.3_30,2003,1,3,Sample,NA
Miu.3.a.28.S228,MiFish,MiFish_2003_4_93.3_60_1_3,2003_4_93.3_60,2003,1,3,Sample,NA
Seb.Rep.1.long.25.S23,Sebastes,Sebastes_2003_4_80_60_1_1,2003_4_80_60,2003,1,1,Sample,NA
Seb.Rep.2.a.25.S117,Sebastes,Sebastes_2003_4_80_60_1_2,2003_4_80_60,2003,1,2,Sample,NA
Seb.Rep.3.a.25.S211,Sebastes,Sebastes_2003_4_80_60_1_3,2003_4_80_60,2003,1,3,Sample,NA
Seb.Rep.1.long.26.S24,Sebastes,Sebastes_2003_4_86.7_50_1_1,2003_4_86.7_50,2003,1,1,Sample,NA
Seb.Rep.2.a.26.S118,Sebastes,Sebastes_2003_4_86.7_50_1_2,2003_4_86.7_50,2003,1,2,Sample,NA
Seb.Rep.3.a.26.S212,Sebastes,Sebastes_2003_4_86.7_50_1_3,2003_4_86.7_50,2003,1,3,Sample,NA
Seb.Rep.1.long.27.S25,Sebastes,Sebastes_2003_4_93.3_30_1_1,2003_4_93.3_30,2003,1,1,Sample,NA
Seb.Rep.2.a.27.S119,Sebastes,Sebastes_2003_4_93.3_30_1_2,2003_4_93.3_30,2003,1,2,Sample,NA
Seb.Rep.3.a.27.S213,Sebastes,Sebastes_2003_4_93.3_30_1_3,2003_4_93.3_30,2003,1,3,Sample,NA
Seb.Rep.1.long.28.S26,Sebastes,Sebastes_2003_4_93.3_60_1_1,2003_4_93.3_60,2003,1,1,Sample,NA
Seb.Rep.2.a.28.S120,Sebastes,Sebastes_2003_4_93.3_60_1_2,2003_4_93.3_60,2003,1,2,Sample,NA
Seb.Rep.3.a.28.S214,Sebastes,Sebastes_2003_4_93.3_60_1_3,2003_4_93.3_60,2003,1,3,Sample,NA
Miu.1.a.21.S21,MiFish,MiFish_2002_4_80_60_1_1,2002_4_80_60,2002,1,1,Sample,NA
Miu.1.a.22.S22,MiFish,MiFish_2002_4_86.7_50_1_1,2002_4_86.7_50,2002,1,1,Sample,NA
Miu.1.a.23.S23,MiFish,MiFish_2002_3_93.3_30_1_1,2002_3_93.3_30,2002,1,1,Sample,NA
Miu.1.a.24.S24,MiFish,MiFish_2002_3_93.3_60_1_1,2002_3_93.3_60,2002,1,1,Sample,NA
Miu.2.a.21.S121,MiFish,MiFish_2002_4_80_60_1_2,2002_4_80_60,2002,1,2,Sample,NA
Miu.2.a.22.S122,MiFish,MiFish_2002_4_86.7_50_1_2,2002_4_86.7_50,2002,1,2,Sample,NA
Miu.2.a.23.S123,MiFish,MiFish_2002_3_93.3_30_1_2,2002_3_93.3_30,2002,1,2,Sample,NA
Miu.2.a.24.S124,MiFish,MiFish_2002_3_93.3_60_1_2,2002_3_93.3_60,2002,1,2,Sample,NA
Miu.3.a.21.S221,MiFish,MiFish_2002_4_80_60_1_3,2002_4_80_60,2002,1,3,Sample,NA
Miu.3.a.22.S222,MiFish,MiFish_2002_4_86.7_50_1_3,2002_4_86.7_50,2002,1,3,Sample,NA
Miu.3.a.23.S223,MiFish,MiFish_2002_3_93.3_30_1_3,2002_3_93.3_30,2002,1,3,Sample,NA
Miu.3.a.24.S224,MiFish,MiFish_2002_3_93.3_60_1_3,2002_3_93.3_60,2002,1,3,Sample,NA
Seb.Rep.1.long.23.S21,Sebastes,Sebastes_2002_3_93.3_30_1_1,2002_3_93.3_30,2002,1,1,Sample,NA
Seb.Rep.2.a.23.S115,Sebastes,Sebastes_2002_3_93.3_30_1_2,2002_3_93.3_30,2002,1,2,Sample,NA
Seb.Rep.3.a.23.S209,Sebastes,Sebastes_2002_3_93.3_30_1_3,2002_3_93.3_30,2002,1,3,Sample,NA
Seb.Rep.1.long.24.S22,Sebastes,Sebastes_2002_3_93.3_60_1_1,2002_3_93.3_60,2002,1,1,Sample,NA
Seb.Rep.2.a.24.S116,Sebastes,Sebastes_2002_3_93.3_60_1_2,2002_3_93.3_60,2002,1,2,Sample,NA
Seb.Rep.3.a.24.S210,Sebastes,Sebastes_2002_3_93.3_60_1_3,2002_3_93.3_60,2002,1,3,Sample,NA
Seb.Rep.1.long.21.S19,Sebastes,Sebastes_2002_4_80_60_1_1,2002_4_80_60,2002,1,1,Sample,NA
Seb.Rep.2.a.21.S113,Sebastes,Sebastes_2002_4_80_60_1_2,2002_4_80_60,2002,1,2,Sample,NA
Seb.Rep.3.a.21.S207,Sebastes,Sebastes_2002_4_80_60_1_3,2002_4_80_60,2002,1,3,Sample,NA
Seb.Rep.1.long.22.S20,Sebastes,Sebastes_2002_4_86.7_50_1_1,2002_4_86.7_50,2002,1,1,Sample,NA
Seb.Rep.2.a.22.S114,Sebastes,Sebastes_2002_4_86.7_50_1_2,2002_4_86.7_50,2002,1,2,Sample,NA
Seb.Rep.3.a.22.S208,Sebastes,Sebastes_2002_4_86.7_50_1_3,2002_4_86.7_50,2002,1,3,Sample,NA
Miu.1.a.17.S17,MiFish,MiFish_2001_4_80_60_1_1,2001_4_80_60,2001,1,1,Sample,NA
Miu.1.a.18.S18,MiFish,MiFish_2001_4_86.7_50_1_1,2001_4_86.7_50,2001,1,1,Sample,NA
Miu.1.a.19.S19,MiFish,MiFish_2001_4_93.3_30_1_1,2001_4_93.3_30,2001,1,1,Sample,NA
Miu.1.a.20.S20,MiFish,MiFish_2001_4_93.3_60_1_1,2001_4_93.3_60,2001,1,1,Sample,NA
Miu.2.a.17.S117,MiFish,MiFish_2001_4_80_60_1_2,2001_4_80_60,2001,1,2,Sample,NA
Miu.2.a.18.S118,MiFish,MiFish_2001_4_86.7_50_1_2,2001_4_86.7_50,2001,1,2,Sample,NA
Miu.2.a.19.S119,MiFish,MiFish_2001_4_93.3_30_1_2,2001_4_93.3_30,2001,1,2,Sample,NA
Miu.2.a.20.S120,MiFish,MiFish_2001_4_93.3_60_1_2,2001_4_93.3_60,2001,1,2,Sample,NA
Miu.3.a.17.S217,MiFish,MiFish_2001_4_80_60_1_3,2001_4_80_60,2001,1,3,Sample,NA
Miu.3.a.18.S218,MiFish,MiFish_2001_4_86.7_50_1_3,2001_4_86.7_50,2001,1,3,Sample,NA
Miu.3.a.19.S219,MiFish,MiFish_2001_4_93.3_30_1_3,2001_4_93.3_30,2001,1,3,Sample,NA
Miu.3.a.20.S220,MiFish,MiFish_2001_4_93.3_60_1_3,2001_4_93.3_60,2001,1,3,Sample,NA
Seb.Rep.1.long.17.S15,Sebastes,Sebastes_2001_4_80_60_1_1,2001_4_80_60,2001,1,1,Sample,NA
Seb.Rep.2.a.17.S109,Sebastes,Sebastes_2001_4_80_60_1_2,2001_4_80_60,2001,1,2,Sample,NA
Seb.Rep.3.a.17.S203,Sebastes,Sebastes_2001_4_80_60_1_3,2001_4_80_60,2001,1,3,Sample,NA
Seb.Rep.1.long.18.S16,Sebastes,Sebastes_2001_4_86.7_50_1_1,2001_4_86.7_50,2001,1,1,Sample,NA
Seb.Rep.2.a.18.S110,Sebastes,Sebastes_2001_4_86.7_50_1_2,2001_4_86.7_50,2001,1,2,Sample,NA
Seb.Rep.3.a.18.S204,Sebastes,Sebastes_2001_4_86.7_50_1_3,2001_4_86.7_50,2001,1,3,Sample,NA
Seb.Rep.1.long.19.S17,Sebastes,Sebastes_2001_4_93.3_30_1_1,2001_4_93.3_30,2001,1,1,Sample,NA
Seb.Rep.2.a.19.S111,Sebastes,Sebastes_2001_4_93.3_30_1_2,2001_4_93.3_30,2001,1,2,Sample,NA
Seb.Rep.3.a.19.S205,Sebastes,Sebastes_2001_4_93.3_30_1_3,2001_4_93.3_30,2001,1,3,Sample,NA
Seb.Rep.1.long.20.S18,Sebastes,Sebastes_2001_4_93.3_60_1_1,2001_4_93.3_60,2001,1,1,Sample,NA
Seb.Rep.2.a.20.S112,Sebastes,Sebastes_2001_4_93.3_60_1_2,2001_4_93.3_60,2001,1,2,Sample,NA
Seb.Rep.3.a.20.S206,Sebastes,Sebastes_2001_4_93.3_60_1_3,2001_4_93.3_60,2001,1,3,Sample,NA
Miu.1.a.13.S13,MiFish,MiFish_2000_4_80_60_1_1,2000_4_80_60,2000,1,1,Sample,NA
Miu.1.a.14.S14,MiFish,MiFish_2000_4_86.7_50_1_1,2000_4_86.7_50,2000,1,1,Sample,NA
Miu.1.a.15.S15,MiFish,MiFish_2000_4_93.3_30_1_1,2000_4_93.3_30,2000,1,1,Sample,NA
Miu.1.a.16.S16,MiFish,MiFish_2000_4_93.3_60_1_1,2000_4_93.3_60,2000,1,1,Sample,NA
Miu.2.a.13.S113,MiFish,MiFish_2000_4_80_60_1_2,2000_4_80_60,2000,1,2,Sample,NA
Miu.2.a.14.S114,MiFish,MiFish_2000_4_86.7_50_1_2,2000_4_86.7_50,2000,1,2,Sample,NA
Miu.2.a.15.S115,MiFish,MiFish_2000_4_93.3_30_1_2,2000_4_93.3_30,2000,1,2,Sample,NA
Miu.2.a.16.S116,MiFish,MiFish_2000_4_93.3_60_1_2,2000_4_93.3_60,2000,1,2,Sample,NA
Miu.3.a.13.S213,MiFish,MiFish_2000_4_80_60_1_3,2000_4_80_60,2000,1,3,Sample,NA
Miu.3.a.14.S214,MiFish,MiFish_2000_4_86.7_50_1_3,2000_4_86.7_50,2000,1,3,Sample,NA
Miu.3.a.15.S215,MiFish,MiFish_2000_4_93.3_30_1_3,2000_4_93.3_30,2000,1,3,Sample,NA
Miu.3.a.16.S216,MiFish,MiFish_2000_4_93.3_60_1_3,2000_4_93.3_60,2000,1,3,Sample,NA
Seb.Rep.1.long.13.S11,Sebastes,Sebastes_2000_4_80_60_1_1,2000_4_80_60,2000,1,1,Sample,NA
Seb.Rep.2.a.13.S105,Sebastes,Sebastes_2000_4_80_60_1_2,2000_4_80_60,2000,1,2,Sample,NA
Seb.Rep.3.a.13.S199,Sebastes,Sebastes_2000_4_80_60_1_3,2000_4_80_60,2000,1,3,Sample,NA
Seb.Rep.1.long.14.S12,Sebastes,Sebastes_2000_4_86.7_50_1_1,2000_4_86.7_50,2000,1,1,Sample,NA
Seb.Rep.2.a.14.S106,Sebastes,Sebastes_2000_4_86.7_50_1_2,2000_4_86.7_50,2000,1,2,Sample,NA
Seb.Rep.3.a.14.S200,Sebastes,Sebastes_2000_4_86.7_50_1_3,2000_4_86.7_50,2000,1,3,Sample,NA
Seb.Rep.1.long.15.S13,Sebastes,Sebastes_2000_4_93.3_30_1_1,2000_4_93.3_30,2000,1,1,Sample,NA
Seb.Rep.2.a.15.S107,Sebastes,Sebastes_2000_4_93.3_30_1_2,2000_4_93.3_30,2000,1,2,Sample,NA
Seb.Rep.3.a.15.S201,Sebastes,Sebastes_2000_4_93.3_30_1_3,2000_4_93.3_30,2000,1,3,Sample,NA
Seb.Rep.1.long.16.S14,Sebastes,Sebastes_2000_4_93.3_60_1_1,2000_4_93.3_60,2000,1,1,Sample,NA
Seb.Rep.2.a.16.S108,Sebastes,Sebastes_2000_4_93.3_60_1_2,2000_4_93.3_60,2000,1,2,Sample,NA
Seb.Rep.3.a.16.S202,Sebastes,Sebastes_2000_4_93.3_60_1_3,2000_4_93.3_60,2000,1,3,Sample,NA
Miu.1.a.09.S9,MiFish,MiFish_1999_4_80_60_1_1,1999_4_80_60,1999,1,1,Sample,NA
Miu.1.a.10.S10,MiFish,MiFish_1999_4_86.7_50_1_1,1999_4_86.7_50,1999,1,1,Sample,NA
Miu.1.a.11.S11,MiFish,MiFish_1999_4_93.3_30_1_1,1999_4_93.3_30,1999,1,1,Sample,NA
Miu.1.a.12.S12,MiFish,MiFish_1999_4_93.3_60_1_1,1999_4_93.3_60,1999,1,1,Sample,NA
Miu.2.a.09.S109,MiFish,MiFish_1999_4_80_60_1_2,1999_4_80_60,1999,1,2,Sample,NA
Miu.2.a.10.S110,MiFish,MiFish_1999_4_86.7_50_1_2,1999_4_86.7_50,1999,1,2,Sample,NA
Miu.2.a.11.S111,MiFish,MiFish_1999_4_93.3_30_1_2,1999_4_93.3_30,1999,1,2,Sample,NA
Miu.2.a.12.S112,MiFish,MiFish_1999_4_93.3_60_1_2,1999_4_93.3_60,1999,1,2,Sample,NA
Miu.3.a.09.S209,MiFish,MiFish_1999_4_80_60_1_3,1999_4_80_60,1999,1,3,Sample,NA
Miu.3.a.10.S210,MiFish,MiFish_1999_4_86.7_50_1_3,1999_4_86.7_50,1999,1,3,Sample,NA
Miu.3.a.11.S211,MiFish,MiFish_1999_4_93.3_30_1_3,1999_4_93.3_30,1999,1,3,Sample,NA
Miu.3.a.12.S212,MiFish,MiFish_1999_4_93.3_60_1_3,1999_4_93.3_60,1999,1,3,Sample,NA
Seb.Rep.1.long.9.S7,Sebastes,Sebastes_1999_4_80_60_1_1,1999_4_80_60,1999,1,1,Sample,NA
Seb.Rep.2.a.9.S101,Sebastes,Sebastes_1999_4_80_60_1_2,1999_4_80_60,1999,1,2,Sample,NA
Seb.Rep.3.a.9.S195,Sebastes,Sebastes_1999_4_80_60_1_3,1999_4_80_60,1999,1,3,Sample,NA
Seb.Rep.1.long.10.S8,Sebastes,Sebastes_1999_4_86.7_50_1_1,1999_4_86.7_50,1999,1,1,Sample,NA
Seb.Rep.2.a.10.S102,Sebastes,Sebastes_1999_4_86.7_50_1_2,1999_4_86.7_50,1999,1,2,Sample,NA
Seb.Rep.3.a.10.S196,Sebastes,Sebastes_1999_4_86.7_50_1_3,1999_4_86.7_50,1999,1,3,Sample,NA
Seb.Rep.1.long.11.S9,Sebastes,Sebastes_1999_4_93.3_30_1_1,1999_4_93.3_30,1999,1,1,Sample,NA
Seb.Rep.2.a.11.S103,Sebastes,Sebastes_1999_4_93.3_30_1_2,1999_4_93.3_30,1999,1,2,Sample,NA
Seb.Rep.3.a.11.S197,Sebastes,Sebastes_1999_4_93.3_30_1_3,1999_4_93.3_30,1999,1,3,Sample,NA
Seb.Rep.1.long.12.S10,Sebastes,Sebastes_1999_4_93.3_60_1_1,1999_4_93.3_60,1999,1,1,Sample,NA
Seb.Rep.2.a.12.S104,Sebastes,Sebastes_1999_4_93.3_60_1_2,1999_4_93.3_60,1999,1,2,Sample,NA
Seb.Rep.3.a.12.S198,Sebastes,Sebastes_1999_4_93.3_60_1_3,1999_4_93.3_60,1999,1,3,Sample,NA
Miu.1.a.05.S5,MiFish,MiFish_1998_4_80_60_1_1,1998_4_80_60,1998,1,1,Sample,NA
Miu.1.a.06.S6,MiFish,MiFish_1998_4_86.7_50_1_1,1998_4_86.7_50,1998,1,1,Sample,NA
Miu.1.a.07.S7,MiFish,MiFish_1998_4_93.3_30_1_1,1998_4_93.3_30,1998,1,1,Sample,NA
Miu.1.a.08.S8,MiFish,MiFish_1998_4_93.3_60_1_1,1998_4_93.3_60,1998,1,1,Sample,NA
Miu.2.a.05.S105,MiFish,MiFish_1998_4_80_60_1_2,1998_4_80_60,1998,1,2,Sample,NA
Miu.2.a.06.S106,MiFish,MiFish_1998_4_86.7_50_1_2,1998_4_86.7_50,1998,1,2,Sample,NA
Miu.2.a.07.S107,MiFish,MiFish_1998_4_93.3_30_1_2,1998_4_93.3_30,1998,1,2,Sample,NA
Miu.2.a.08.S108,MiFish,MiFish_1998_4_93.3_60_1_2,1998_4_93.3_60,1998,1,2,Sample,NA
Miu.3.a.05.S205,MiFish,MiFish_1998_4_80_60_1_3,1998_4_80_60,1998,1,3,Sample,NA
Miu.3.a.06.S206,MiFish,MiFish_1998_4_86.7_50_1_3,1998_4_86.7_50,1998,1,3,Sample,NA
Miu.3.a.07.S207,MiFish,MiFish_1998_4_93.3_30_1_3,1998_4_93.3_30,1998,1,3,Sample,NA
Miu.3.a.08.S208,MiFish,MiFish_1998_4_93.3_60_1_3,1998_4_93.3_60,1998,1,3,Sample,NA
Seb.Rep.1.long.5.S5,Sebastes,Sebastes_1998_4_80_60_1_1,1998_4_80_60,1998,1,1,Sample,NA
Seb.Rep.2.a.5.S99,Sebastes,Sebastes_1998_4_80_60_1_2,1998_4_80_60,1998,1,2,Sample,NA
Seb.Rep.3.a.5.S193,Sebastes,Sebastes_1998_4_80_60_1_3,1998_4_80_60,1998,1,3,Sample,NA
Seb.Rep.1.long.8.S6,Sebastes,Sebastes_1998_4_93.3_60_1_1,1998_4_93.3_60,1998,1,1,Sample,NA
Seb.Rep.2.a.8.S100,Sebastes,Sebastes_1998_4_93.3_60_1_2,1998_4_93.3_60,1998,1,2,Sample,NA
Seb.Rep.3.a.8.S194,Sebastes,Sebastes_1998_4_93.3_60_1_3,1998_4_93.3_60,1998,1,3,Sample,NA
Miu.1.a.01.S1,MiFish,MiFish_1996_4_80_60_1_1,1996_4_80_60,1996,1,1,Sample,NA
Miu.1.a.02.S2,MiFish,MiFish_1996_4_86.7_50_1_1,1996_4_86.7_50,1996,1,1,Sample,NA
Miu.1.a.03.S3,MiFish,MiFish_1996_4_93.3_30_1_1,1996_4_93.3_30,1996,1,1,Sample,NA
Miu.1.a.04.S4,MiFish,MiFish_1996_4_93.3_60_1_1,1996_4_93.3_60,1996,1,1,Sample,NA
Miu.2.a.01.S101,MiFish,MiFish_1996_4_80_60_1_2,1996_4_80_60,1996,1,2,Sample,NA
Miu.2.a.02.S102,MiFish,MiFish_1996_4_86.7_50_1_2,1996_4_86.7_50,1996,1,2,Sample,NA
Miu.2.a.03.S103,MiFish,MiFish_1996_4_93.3_30_1_2,1996_4_93.3_30,1996,1,2,Sample,NA
Miu.2.a.04.S104,MiFish,MiFish_1996_4_93.3_60_1_2,1996_4_93.3_60,1996,1,2,Sample,NA
Miu.3.a.01.S201,MiFish,MiFish_1996_4_80_60_1_3,1996_4_80_60,1996,1,3,Sample,NA
Miu.3.a.02.S202,MiFish,MiFish_1996_4_86.7_50_1_3,1996_4_86.7_50,1996,1,3,Sample,NA
Miu.3.a.03.S203,MiFish,MiFish_1996_4_93.3_30_1_3,1996_4_93.3_30,1996,1,3,Sample,NA
Miu.3.a.04.S204,MiFish,MiFish_1996_4_93.3_60_1_3,1996_4_93.3_60,1996,1,3,Sample,NA
Seb.Rep.1.long.1.S1,Sebastes,Sebastes_1996_4_80_60_1_1,1996_4_80_60,1996,1,1,Sample,NA
Seb.Rep.2.a.1.S95,Sebastes,Sebastes_1996_4_80_60_1_2,1996_4_80_60,1996,1,2,Sample,NA
Seb.Rep.3.a.1.S189,Sebastes,Sebastes_1996_4_80_60_1_3,1996_4_80_60,1996,1,3,Sample,NA
Seb.Rep.1.long.2.S2,Sebastes,Sebastes_1996_4_86.7_50_1_1,1996_4_86.7_50,1996,1,1,Sample,NA
Seb.Rep.2.a.2.S96,Sebastes,Sebastes_1996_4_86.7_50_1_2,1996_4_86.7_50,1996,1,2,Sample,NA
Seb.Rep.3.a.2.S190,Sebastes,Sebastes_1996_4_86.7_50_1_3,1996_4_86.7_50,1996,1,3,Sample,NA
Seb.Rep.1.long.3.S3,Sebastes,Sebastes_1996_4_93.3_30_1_1,1996_4_93.3_30,1996,1,1,Sample,NA
Seb.Rep.2.a.3.S97,Sebastes,Sebastes_1996_4_93.3_30_1_2,1996_4_93.3_30,1996,1,2,Sample,NA
Seb.Rep.3.a.3.S191,Sebastes,Sebastes_1996_4_93.3_30_1_3,1996_4_93.3_30,1996,1,3,Sample,NA
Seb.Rep.1.long.4.S4,Sebastes,Sebastes_1996_4_93.3_60_1_1,1996_4_93.3_60,1996,1,1,Sample,NA
Seb.Rep.2.a.4.S98,Sebastes,Sebastes_1996_4_93.3_60_1_2,1996_4_93.3_60,1996,1,2,Sample,NA
Seb.Rep.3.a.4.S192,Sebastes,Sebastes_1996_4_93.3_60_1_3,1996_4_93.3_60,1996,1,3,Sample,NA